"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"W1 D2 ) Push up × 100","28 Mar 2025, 22:52","28 Mar 2025, 23:39","","Push Up",,"",0,"normal",,10,,,
"W1 D2 ) Push up × 100","28 Mar 2025, 22:52","28 Mar 2025, 23:39","","Push Up",,"",1,"normal",,11,,,
"W1 D2 ) Push up × 100","28 Mar 2025, 22:52","28 Mar 2025, 23:39","","Push Up",,"",2,"normal",,9,,,
"W1 D2 ) Push up × 100","28 Mar 2025, 22:52","28 Mar 2025, 23:39","","Push Up",,"",3,"normal",,7,,,
"W1 D2 ) Push up × 100","28 Mar 2025, 22:52","28 Mar 2025, 23:39","","Chest Fly (Band)",,"",0,"normal",2,10,,,
"W1 D2 ) Push up × 100","28 Mar 2025, 22:52","28 Mar 2025, 23:39","","Chest Fly (Band)",,"",1,"normal",2,10,,,
"W1 D2 ) Push up × 100","28 Mar 2025, 22:52","28 Mar 2025, 23:39","","Chest Fly (Band)",,"",2,"normal",2,10,,,
"W1 D2 ) Push up × 100","28 Mar 2025, 22:52","28 Mar 2025, 23:39","","Chest Fly (Band)",,"",3,"normal",2,10,,,
"W1 D2 ) Push up × 100","28 Mar 2025, 22:52","28 Mar 2025, 23:39","","Bicep Curl (Cable)",,"",0,"normal",2.5,15,,,
"W1 D2 ) Push up × 100","28 Mar 2025, 22:52","28 Mar 2025, 23:39","","Bicep Curl (Cable)",,"",1,"normal",3,12,,,
"W1 D2 ) Push up × 100","28 Mar 2025, 22:52","28 Mar 2025, 23:39","","Bicep Curl (Cable)",,"",2,"normal",3,12,,,
"W1 D2 ) Push up × 100","28 Mar 2025, 22:52","28 Mar 2025, 23:39","","Bicep Curl (Cable)",,"",3,"normal",3,12,,,
"W1 D2 ) Push up × 100","28 Mar 2025, 22:52","28 Mar 2025, 23:39","","Nova Uppet Chest",,"",0,"normal",,12,,,
"W1 D2 ) Push up × 100","28 Mar 2025, 22:52","28 Mar 2025, 23:39","","Nova Uppet Chest",,"",1,"normal",,13,,,
"W1 D2 ) Push up × 100","28 Mar 2025, 22:52","28 Mar 2025, 23:39","","Nova Uppet Chest",,"",2,"normal",,12,,,
"W1 D2 ) Push up × 100","28 Mar 2025, 22:52","28 Mar 2025, 23:39","","Nova Uppet Chest",,"",3,"normal",,13,,,
"W1 D2 ) Push up × 100","28 Mar 2025, 22:52","28 Mar 2025, 23:39","","Hammer Curl (Dumbbell)",,"",0,"normal",3,13,,,
"W1 D2 ) Push up × 100","28 Mar 2025, 22:52","28 Mar 2025, 23:39","","Hammer Curl (Dumbbell)",,"",1,"normal",3,12,,,
"W1 D2 ) Push up × 100","28 Mar 2025, 22:52","28 Mar 2025, 23:39","","Hammer Curl (Dumbbell)",,"",2,"normal",3,12,,,
"W1 D2 ) Push up × 100","28 Mar 2025, 22:52","28 Mar 2025, 23:39","","Hammer Curl (Dumbbell)",,"",3,"normal",3,10,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Pike Pushup",,"",0,"normal",,10,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Pike Pushup",,"",1,"normal",,10,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Pike Pushup",,"",2,"normal",,10,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Pike Pushup",,"",3,"normal",,9,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Kipping Pull Up",,"",0,"normal",,8,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Kipping Pull Up",,"",1,"normal",,8,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Kipping Pull Up",,"",2,"normal",,8,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Kipping Pull Up",,"",3,"normal",,8,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","nova shoulder back",,"",0,"normal",3,13,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","nova shoulder back",,"",1,"normal",3,12,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","nova shoulder back",,"",2,"normal",3,12,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","nova shoulder back",,"",3,"normal",3,12,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Bent Over Row (Band)",,"",0,"normal",2.5,8,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Bent Over Row (Band)",,"",1,"normal",2.5,8,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Bent Over Row (Band)",,"",2,"normal",2.5,8,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Bent Over Row (Band)",,"",3,"normal",2.5,8,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Front Raise (Band)",,"",0,"normal",2,12,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Front Raise (Band)",,"",1,"normal",2,12,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Front Raise (Band)",,"",2,"normal",2,12,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Front Raise (Band)",,"",3,"normal",2,12,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Rope Straight Arm Pulldown",,"",0,"normal",1,12,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Rope Straight Arm Pulldown",,"",1,"normal",1,12,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Rope Straight Arm Pulldown",,"",2,"normal",1,12,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Rope Straight Arm Pulldown",,"",3,"normal",1,12,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Lateral Raise (Band)",,"",0,"normal",1,11,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Lateral Raise (Band)",,"",1,"normal",1,8,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Lateral Raise (Band)",,"",2,"normal",1,8,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Lateral Raise (Band)",,"",3,"normal",1,8,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Bench Dip",,"",0,"normal",,12,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Bench Dip",,"",1,"normal",,12,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Bench Dip",,"",2,"normal",,10,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Bench Dip",,"",3,"normal",,10,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Squat (Bodyweight)",,"",0,"normal",,25,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Squat (Bodyweight)",,"",1,"normal",,25,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Squat (Bodyweight)",,"",2,"normal",,25,,,
"Shoulder / back","25 Mar 2025, 23:02","26 Mar 2025, 00:04","","Squat (Bodyweight)",,"",3,"normal",,20,,,
"Rest Routine","24 Mar 2025, 23:00","24 Mar 2025, 23:37","","Kneeling Push Up",,"",0,"normal",,12,,,
"Rest Routine","24 Mar 2025, 23:00","24 Mar 2025, 23:37","","Kneeling Push Up",,"",1,"normal",,12,,,
"Rest Routine","24 Mar 2025, 23:00","24 Mar 2025, 23:37","","Kneeling Push Up",,"",2,"normal",,12,,,
"Rest Routine","24 Mar 2025, 23:00","24 Mar 2025, 23:37","","Face Pull",,"",0,"normal",1,13,,,
"Rest Routine","24 Mar 2025, 23:00","24 Mar 2025, 23:37","","Face Pull",,"",1,"normal",1,15,,,
"Rest Routine","24 Mar 2025, 23:00","24 Mar 2025, 23:37","","Face Pull",,"",2,"normal",1,15,,,
"Rest Routine","24 Mar 2025, 23:00","24 Mar 2025, 23:37","","Squat (Bodyweight)",,"",0,"normal",,25,,,
"Rest Routine","24 Mar 2025, 23:00","24 Mar 2025, 23:37","","Squat (Bodyweight)",,"",1,"normal",,25,,,
"Rest Routine","24 Mar 2025, 23:00","24 Mar 2025, 23:37","","Squat (Bodyweight)",,"",2,"normal",,20,,,
"Rest Routine","24 Mar 2025, 23:00","24 Mar 2025, 23:37","","Squat (Bodyweight)",,"",3,"normal",,20,,,
"Rest Routine","24 Mar 2025, 23:00","24 Mar 2025, 23:37","","Squat (Bodyweight)",,"",4,"normal",,20,,,
"Rest Routine","24 Mar 2025, 23:00","24 Mar 2025, 23:37","","Ab Wheel",,"",0,"normal",,10,,,
"Rest Routine","24 Mar 2025, 23:00","24 Mar 2025, 23:37","","Ab Wheel",,"",1,"normal",,8,,,
"Rest Routine","24 Mar 2025, 23:00","24 Mar 2025, 23:37","","Ab Wheel",,"",2,"normal",,7,,,
"Rest Routine","24 Mar 2025, 23:00","24 Mar 2025, 23:37","","Ab Wheel",,"",3,"normal",,6,,,
"W1 D2 ) Push up × 100","23 Mar 2025, 23:05","23 Mar 2025, 23:57","","Ab Wheel",,"",0,"normal",,10,,,
"W1 D2 ) Push up × 100","23 Mar 2025, 23:05","23 Mar 2025, 23:57","","Ab Wheel",,"",1,"normal",,8,,,
"W1 D2 ) Push up × 100","23 Mar 2025, 23:05","23 Mar 2025, 23:57","","Ab Wheel",,"",2,"normal",,7,,,
"W1 D2 ) Push up × 100","23 Mar 2025, 23:05","23 Mar 2025, 23:57","","Ab Wheel",,"",3,"normal",,6,,,
"W1 D2 ) Push up × 100","23 Mar 2025, 23:05","23 Mar 2025, 23:57","","Push Up",,"",0,"normal",,10,,,
"W1 D2 ) Push up × 100","23 Mar 2025, 23:05","23 Mar 2025, 23:57","","Push Up",,"",1,"normal",,10,,,
"W1 D2 ) Push up × 100","23 Mar 2025, 23:05","23 Mar 2025, 23:57","","Push Up",,"",2,"normal",,10,,,
"W1 D2 ) Push up × 100","23 Mar 2025, 23:05","23 Mar 2025, 23:57","","Push Up",,"",3,"normal",,8,,,
"W1 D2 ) Push up × 100","23 Mar 2025, 23:05","23 Mar 2025, 23:57","","Chest Fly (Band)",,"",0,"normal",2,10,,,
"W1 D2 ) Push up × 100","23 Mar 2025, 23:05","23 Mar 2025, 23:57","","Chest Fly (Band)",,"",1,"normal",2,10,,,
"W1 D2 ) Push up × 100","23 Mar 2025, 23:05","23 Mar 2025, 23:57","","Chest Fly (Band)",,"",2,"normal",2,10,,,
"W1 D2 ) Push up × 100","23 Mar 2025, 23:05","23 Mar 2025, 23:57","","Chest Fly (Band)",,"",3,"normal",2,10,,,
"W1 D2 ) Push up × 100","23 Mar 2025, 23:05","23 Mar 2025, 23:57","","Bicep Curl (Cable)",,"",0,"normal",2.5,15,,,
"W1 D2 ) Push up × 100","23 Mar 2025, 23:05","23 Mar 2025, 23:57","","Bicep Curl (Cable)",,"",1,"normal",2.5,15,,,
"W1 D2 ) Push up × 100","23 Mar 2025, 23:05","23 Mar 2025, 23:57","","Bicep Curl (Cable)",,"",2,"normal",2.5,15,,,
"W1 D2 ) Push up × 100","23 Mar 2025, 23:05","23 Mar 2025, 23:57","","Bicep Curl (Cable)",,"",3,"normal",2.5,15,,,
"W1 D2 ) Push up × 100","23 Mar 2025, 23:05","23 Mar 2025, 23:57","","Nova Uppet Chest",,"",0,"normal",,12,,,
"W1 D2 ) Push up × 100","23 Mar 2025, 23:05","23 Mar 2025, 23:57","","Nova Uppet Chest",,"",1,"normal",,12,,,
"W1 D2 ) Push up × 100","23 Mar 2025, 23:05","23 Mar 2025, 23:57","","Nova Uppet Chest",,"",2,"normal",,12,,,
"W1 D2 ) Push up × 100","23 Mar 2025, 23:05","23 Mar 2025, 23:57","","Nova Uppet Chest",,"",3,"normal",,12,,,
"W1 D2 ) Push up × 100","23 Mar 2025, 23:05","23 Mar 2025, 23:57","","Hammer Curl (Dumbbell)",,"",0,"normal",3,12,,,
"W1 D2 ) Push up × 100","23 Mar 2025, 23:05","23 Mar 2025, 23:57","","Hammer Curl (Dumbbell)",,"",1,"normal",3,12,,,
"W1 D2 ) Push up × 100","23 Mar 2025, 23:05","23 Mar 2025, 23:57","","Hammer Curl (Dumbbell)",,"",2,"normal",3,10,,,
"W1 D2 ) Push up × 100","23 Mar 2025, 23:05","23 Mar 2025, 23:57","","Hammer Curl (Dumbbell)",,"",3,"normal",3,10,,,
"W1 D2 ) Push up × 100","23 Mar 2025, 23:05","23 Mar 2025, 23:57","","Lateral Squat",,"",0,"normal",,25,,,
"W1 D2 ) Push up × 100","23 Mar 2025, 23:05","23 Mar 2025, 23:57","","Lateral Squat",,"",1,"normal",,25,,,
"W1 D2 ) Push up × 100","23 Mar 2025, 23:05","23 Mar 2025, 23:57","","Lateral Squat",,"",2,"normal",,23,,,
"W1 D2 ) Push up × 100","23 Mar 2025, 23:05","23 Mar 2025, 23:57","","Lateral Squat",,"",3,"normal",,23,,,
"W1 D2 ) Push up × 100","23 Mar 2025, 23:05","23 Mar 2025, 23:57","","Lateral Squat",,"",4,"normal",,19,,,
"Shoulder / back","22 Mar 2025, 22:51","22 Mar 2025, 23:01","","Squat (Bodyweight)",,"",0,"normal",,20,,,
"Shoulder / back","22 Mar 2025, 22:51","22 Mar 2025, 23:01","","Squat (Bodyweight)",,"",1,"normal",,20,,,
"Shoulder / back","22 Mar 2025, 22:51","22 Mar 2025, 23:01","","Squat (Bodyweight)",,"",2,"normal",,25,,,
"Shoulder / back","22 Mar 2025, 22:51","22 Mar 2025, 23:01","","Squat (Bodyweight)",,"",3,"normal",,25,,,
"Shoulder / back","22 Mar 2025, 22:51","22 Mar 2025, 23:01","","Squat (Bodyweight)",,"",4,"normal",,25,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","Pike Pushup",,"",0,"normal",,10,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","Pike Pushup",,"",1,"normal",,10,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","Pike Pushup",,"",2,"normal",,10,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","Pike Pushup",,"",3,"normal",,7,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","Kipping Pull Up",,"",0,"normal",,8,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","Kipping Pull Up",,"",1,"normal",,8,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","Kipping Pull Up",,"",2,"normal",,8,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","Kipping Pull Up",,"",3,"normal",,6,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","nova shoulder back",,"",0,"normal",3,12,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","nova shoulder back",,"",1,"normal",3,12,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","nova shoulder back",,"",2,"normal",3,11,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","nova shoulder back",,"",3,"normal",3,10,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","Bent Over Row (Band)",,"",0,"normal",2.5,8,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","Bent Over Row (Band)",,"",1,"normal",2.5,8,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","Bent Over Row (Band)",,"",2,"normal",2.5,8,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","Bent Over Row (Band)",,"",3,"normal",2.5,8,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","Front Raise (Band)",,"",0,"normal",2,12,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","Front Raise (Band)",,"",1,"normal",2,12,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","Front Raise (Band)",,"",2,"normal",2,10,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","Front Raise (Band)",,"",3,"normal",2,12,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","Rope Straight Arm Pulldown",,"",0,"normal",1,12,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","Rope Straight Arm Pulldown",,"",1,"normal",1,12,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","Rope Straight Arm Pulldown",,"",2,"normal",1,12,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","Rope Straight Arm Pulldown",,"",3,"normal",1,18,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","Lateral Raise (Band)",,"",0,"normal",1,10,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","Lateral Raise (Band)",,"",1,"normal",1,8,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","Lateral Raise (Band)",,"",2,"normal",1,9,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","Lateral Raise (Band)",,"",3,"normal",1,9,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","Bench Dip",,"",0,"normal",,12,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","Bench Dip",,"",1,"normal",,12,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","Bench Dip",,"",2,"normal",,12,,,
"Shoulder / back","22 Mar 2025, 21:59","22 Mar 2025, 22:43","","Bench Dip",,"",3,"normal",,12,,,
"W1 D2 ) Push up × 100","21 Mar 2025, 11:40","21 Mar 2025, 12:17","","Push Up",,"",0,"normal",,10,,,
"W1 D2 ) Push up × 100","21 Mar 2025, 11:40","21 Mar 2025, 12:17","","Push Up",,"",1,"normal",,9,,,
"W1 D2 ) Push up × 100","21 Mar 2025, 11:40","21 Mar 2025, 12:17","","Push Up",,"",2,"normal",,9,,,
"W1 D2 ) Push up × 100","21 Mar 2025, 11:40","21 Mar 2025, 12:17","","Push Up",,"",3,"normal",,7,,,
"W1 D2 ) Push up × 100","21 Mar 2025, 11:40","21 Mar 2025, 12:17","","Chest Fly (Band)",,"",0,"normal",2,10,,,
"W1 D2 ) Push up × 100","21 Mar 2025, 11:40","21 Mar 2025, 12:17","","Chest Fly (Band)",,"",1,"normal",2,10,,,
"W1 D2 ) Push up × 100","21 Mar 2025, 11:40","21 Mar 2025, 12:17","","Chest Fly (Band)",,"",2,"normal",2,9,,,
"W1 D2 ) Push up × 100","21 Mar 2025, 11:40","21 Mar 2025, 12:17","","Chest Fly (Band)",,"",3,"normal",2,10,,,
"W1 D2 ) Push up × 100","21 Mar 2025, 11:40","21 Mar 2025, 12:17","","Bicep Curl (Cable)",,"",0,"normal",2.5,12,,,
"W1 D2 ) Push up × 100","21 Mar 2025, 11:40","21 Mar 2025, 12:17","","Bicep Curl (Cable)",,"",1,"normal",2.5,12,,,
"W1 D2 ) Push up × 100","21 Mar 2025, 11:40","21 Mar 2025, 12:17","","Bicep Curl (Cable)",,"",2,"normal",2.5,15,,,
"W1 D2 ) Push up × 100","21 Mar 2025, 11:40","21 Mar 2025, 12:17","","Bicep Curl (Cable)",,"",3,"normal",2.5,15,,,
"W1 D2 ) Push up × 100","21 Mar 2025, 11:40","21 Mar 2025, 12:17","","Nova Uppet Chest",,"",0,"normal",,10,,,
"W1 D2 ) Push up × 100","21 Mar 2025, 11:40","21 Mar 2025, 12:17","","Nova Uppet Chest",,"",1,"normal",,10,,,
"W1 D2 ) Push up × 100","21 Mar 2025, 11:40","21 Mar 2025, 12:17","","Nova Uppet Chest",,"",2,"normal",,12,,,
"W1 D2 ) Push up × 100","21 Mar 2025, 11:40","21 Mar 2025, 12:17","","Nova Uppet Chest",,"",3,"normal",,12,,,
"W1 D2 ) Push up × 100","21 Mar 2025, 11:40","21 Mar 2025, 12:17","","Hammer Curl (Dumbbell)",,"",0,"normal",3,12,,,
"W1 D2 ) Push up × 100","21 Mar 2025, 11:40","21 Mar 2025, 12:17","","Hammer Curl (Dumbbell)",,"",1,"normal",3,10,,,
"W1 D2 ) Push up × 100","21 Mar 2025, 11:40","21 Mar 2025, 12:17","","Hammer Curl (Dumbbell)",,"",2,"normal",3,10,,,
"W1 D2 ) Push up × 100","21 Mar 2025, 11:40","21 Mar 2025, 12:17","","Hammer Curl (Dumbbell)",,"",3,"normal",4,10,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Pike Pushup",,"",0,"normal",,10,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Pike Pushup",,"",1,"normal",,10,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Pike Pushup",,"",2,"normal",,9,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Pike Pushup",,"",3,"normal",,7,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Kipping Pull Up",,"",0,"normal",,8,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Kipping Pull Up",,"",1,"normal",,8,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Kipping Pull Up",,"",2,"normal",,7,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Kipping Pull Up",,"",3,"normal",,8,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","nova shoulder back",,"",0,"normal",3,11,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","nova shoulder back",,"",1,"normal",3,10,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","nova shoulder back",,"",2,"normal",3,10,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","nova shoulder back",,"",3,"normal",3,10,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Bent Over Row (Band)",,"",0,"normal",2.5,8,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Bent Over Row (Band)",,"",1,"normal",2.5,8,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Bent Over Row (Band)",,"",2,"normal",2.5,8,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Bent Over Row (Band)",,"",3,"normal",2.5,8,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Front Raise (Band)",,"",0,"normal",2,11,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Front Raise (Band)",,"",1,"normal",2,12,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Front Raise (Band)",,"",2,"normal",2,10,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Front Raise (Band)",,"",3,"normal",2,10,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Rope Straight Arm Pulldown",,"",0,"normal",2,9,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Rope Straight Arm Pulldown",,"",1,"normal",2,10,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Rope Straight Arm Pulldown",,"",2,"normal",2,10,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Rope Straight Arm Pulldown",,"",3,"normal",2,10,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Lateral Raise (Band)",,"",0,"normal",1,10,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Lateral Raise (Band)",,"",1,"normal",1,8,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Lateral Raise (Band)",,"",2,"normal",1,8,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Lateral Raise (Band)",,"",3,"normal",1,8,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Bench Dip",,"",0,"normal",,10,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Bench Dip",,"",1,"normal",,10,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Bench Dip",,"",2,"normal",,10,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Bench Dip",,"",3,"normal",,10,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Squat (Bodyweight)",,"",0,"normal",,20,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Squat (Bodyweight)",,"",1,"normal",,20,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Squat (Bodyweight)",,"",2,"normal",,20,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Squat (Bodyweight)",,"",3,"normal",,20,,,
"Shoulder / back","20 Mar 2025, 22:44","20 Mar 2025, 23:47","","Squat (Bodyweight)",,"",4,"normal",,20,,,
"W1 D2 ) Push up × 100","18 Mar 2025, 22:54","18 Mar 2025, 23:51","","Ab Wheel",,"",0,"normal",,10,,,
"W1 D2 ) Push up × 100","18 Mar 2025, 22:54","18 Mar 2025, 23:51","","Ab Wheel",,"",1,"normal",,9,,,
"W1 D2 ) Push up × 100","18 Mar 2025, 22:54","18 Mar 2025, 23:51","","Ab Wheel",,"",2,"normal",,7,,,
"W1 D2 ) Push up × 100","18 Mar 2025, 22:54","18 Mar 2025, 23:51","","Ab Wheel",,"",3,"normal",,6,,,
"W1 D2 ) Push up × 100","18 Mar 2025, 22:54","18 Mar 2025, 23:51","","Push Up",,"",0,"normal",,10,,,
"W1 D2 ) Push up × 100","18 Mar 2025, 22:54","18 Mar 2025, 23:51","","Push Up",,"",1,"normal",,8,,,
"W1 D2 ) Push up × 100","18 Mar 2025, 22:54","18 Mar 2025, 23:51","","Push Up",,"",2,"normal",,8,,,
"W1 D2 ) Push up × 100","18 Mar 2025, 22:54","18 Mar 2025, 23:51","","Push Up",,"",3,"normal",,7,,,
"W1 D2 ) Push up × 100","18 Mar 2025, 22:54","18 Mar 2025, 23:51","","Chest Fly (Band)",,"",0,"normal",2.5,10,,,
"W1 D2 ) Push up × 100","18 Mar 2025, 22:54","18 Mar 2025, 23:51","","Chest Fly (Band)",,"",1,"normal",2.5,10,,,
"W1 D2 ) Push up × 100","18 Mar 2025, 22:54","18 Mar 2025, 23:51","","Chest Fly (Band)",,"",2,"normal",2.5,10,,,
"W1 D2 ) Push up × 100","18 Mar 2025, 22:54","18 Mar 2025, 23:51","","Chest Fly (Band)",,"",3,"normal",2.5,10,,,
"W1 D2 ) Push up × 100","18 Mar 2025, 22:54","18 Mar 2025, 23:51","","Bicep Curl (Cable)",,"",0,"normal",2.5,12,,,
"W1 D2 ) Push up × 100","18 Mar 2025, 22:54","18 Mar 2025, 23:51","","Bicep Curl (Cable)",,"",1,"normal",2.5,12,,,
