"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Rest Routine","16 Jan 2026, 13:54","16 Jan 2026, 14:11","","Kneeling Push Up",,"",0,"normal",,12,,,
"Rest Routine","16 Jan 2026, 13:54","16 Jan 2026, 14:11","","Kneeling Push Up",,"",1,"normal",,12,,,
"Rest Routine","16 Jan 2026, 13:54","16 Jan 2026, 14:11","","Kneeling Push Up",,"",2,"normal",,12,,,
"Rest Routine","16 Jan 2026, 13:54","16 Jan 2026, 14:11","","Kneeling Push Up",,"",3,"normal",,6,,,
"Rest Routine","16 Jan 2026, 13:54","16 Jan 2026, 14:11","","Scapular Pull Ups",,"",0,"normal",,6,,,
"Rest Routine","16 Jan 2026, 13:54","16 Jan 2026, 14:11","","Scapular Pull Ups",,"",1,"normal",,5,,,
"Rest Routine","16 Jan 2026, 13:54","16 Jan 2026, 14:11","","Scapular Pull Ups",,"",2,"normal",,5,,,
"Rest Routine","27 Dec 2025, 01:34","27 Dec 2025, 01:40","","Kneeling Push Up",,"",0,"normal",,12,,,
"Rest Routine","27 Dec 2025, 01:34","27 Dec 2025, 01:40","","Kneeling Push Up",,"",1,"normal",,10,,,
"Rest Routine","27 Dec 2025, 01:34","27 Dec 2025, 01:40","","Kneeling Push Up",,"",2,"normal",,10,,,
"Rest Routine","27 Dec 2025, 01:34","27 Dec 2025, 01:40","","Kneeling Push Up",,"",3,"normal",,5,,,
"Rest Routine","23 Dec 2025, 10:56","23 Dec 2025, 11:06","","Kneeling Push Up",,"",0,"normal",,12,,,
"Rest Routine","23 Dec 2025, 10:56","23 Dec 2025, 11:06","","Kneeling Push Up",,"",1,"normal",,11,,,
"Rest Routine","23 Dec 2025, 10:56","23 Dec 2025, 11:06","","Kneeling Push Up",,"",2,"normal",,10,,,
"Rest Routine","23 Dec 2025, 10:56","23 Dec 2025, 11:06","","Dead Hang",,"",0,"normal",,,,38,
"Rest Routine","23 Dec 2025, 10:56","23 Dec 2025, 11:06","","Dead Hang",,"",1,"normal",,,,38,
"Rest Routine","23 Dec 2025, 10:56","23 Dec 2025, 11:06","","Dead Hang",,"",2,"normal",,,,28,
"Rest Routine","15 Dec 2025, 00:27","15 Dec 2025, 00:39","","Kneeling Push Up",,"",0,"normal",,12,,,
"Rest Routine","15 Dec 2025, 00:27","15 Dec 2025, 00:39","","Kneeling Push Up",,"",1,"normal",,10,,,
"Rest Routine","15 Dec 2025, 00:27","15 Dec 2025, 00:39","","Kneeling Push Up",,"",2,"normal",,10,,,
"Rest Routine","15 Dec 2025, 00:27","15 Dec 2025, 00:39","","Dead Hang",,"",0,"normal",,,,30,
"Rest Routine","15 Dec 2025, 00:27","15 Dec 2025, 00:39","","Dead Hang",,"",1,"normal",,,,25,
"Rest Routine","15 Dec 2025, 00:27","15 Dec 2025, 00:39","","Dead Hang",,"",2,"normal",,,,31,
"Rest Routine","12 Dec 2025, 23:59","13 Dec 2025, 00:19","","Kneeling Push Up",,"",0,"normal",,12,,,
"Rest Routine","12 Dec 2025, 23:59","13 Dec 2025, 00:19","","Kneeling Push Up",,"",1,"normal",,10,,,
"Rest Routine","12 Dec 2025, 23:59","13 Dec 2025, 00:19","","Kneeling Push Up",,"",2,"normal",,7,,,
"Rest Routine","12 Dec 2025, 23:59","13 Dec 2025, 00:19","","Scapular Pull Ups",,"",0,"normal",,3,,,
"Rest Routine","12 Dec 2025, 23:59","13 Dec 2025, 00:19","","Scapular Pull Ups",,"",1,"normal",,3,,,
"Rest Routine","12 Dec 2025, 23:59","13 Dec 2025, 00:19","","Scapular Pull Ups",,"",2,"normal",,3,,,
"Rest Routine","8 Dec 2025, 23:17","8 Dec 2025, 23:42","","Kneeling Push Up",,"",0,"normal",,10,,,
"Rest Routine","8 Dec 2025, 23:17","8 Dec 2025, 23:42","","Kneeling Push Up",,"",1,"normal",,10,,,
"Rest Routine","8 Dec 2025, 23:17","8 Dec 2025, 23:42","","Kneeling Push Up",,"",2,"normal",,10,,,
"Rest Routine","8 Dec 2025, 23:17","8 Dec 2025, 23:42","","Dead Hang",,"",0,"normal",,,,35,
"Rest Routine","8 Dec 2025, 23:17","8 Dec 2025, 23:42","","Dead Hang",,"",1,"normal",,,,26,
"Rest Routine","8 Dec 2025, 23:17","8 Dec 2025, 23:42","","Dead Hang",,"",2,"normal",,,,31,
"Rest Routine","8 Dec 2025, 23:17","8 Dec 2025, 23:42","","Bicep Curl (Dumbbell)",,"",0,"normal",30,12,,,
"Rest Routine","8 Dec 2025, 23:17","8 Dec 2025, 23:42","","Bicep Curl (Dumbbell)",,"",1,"normal",30,12,,,
"Rest Routine","8 Dec 2025, 23:17","8 Dec 2025, 23:42","","Bicep Curl (Dumbbell)",,"",2,"normal",1,6,,,
"W1 D2 ) Push up × 100","12 Jul 2025, 23:30","12 Jul 2025, 23:54","","Kneeling Push Up",,"",0,"normal",,14,,,
"W1 D2 ) Push up × 100","12 Jul 2025, 23:30","12 Jul 2025, 23:54","","Kneeling Push Up",,"",1,"normal",,12,,,
"W1 D2 ) Push up × 100","12 Jul 2025, 23:30","12 Jul 2025, 23:54","","Kneeling Push Up",,"",2,"normal",,10,,,
"W1 D2 ) Push up × 100","12 Jul 2025, 23:30","12 Jul 2025, 23:54","","Bicep Curl (Cable)",,"",0,"normal",3,12,,,
"W1 D2 ) Push up × 100","12 Jul 2025, 23:30","12 Jul 2025, 23:54","","Bicep Curl (Cable)",,"",1,"normal",3,12,,,
"W1 D2 ) Push up × 100","12 Jul 2025, 23:30","12 Jul 2025, 23:54","","Bicep Curl (Cable)",,"",2,"normal",3,12,,,
"W1 D2 ) Push up × 100","12 Jul 2025, 23:30","12 Jul 2025, 23:54","","Nova Uppet Chest",,"",0,"normal",,12,,,
"W1 D2 ) Push up × 100","12 Jul 2025, 23:30","12 Jul 2025, 23:54","","Nova Uppet Chest",,"",1,"normal",,12,,,
"W1 D2 ) Push up × 100","12 Jul 2025, 23:30","12 Jul 2025, 23:54","","Nova Uppet Chest",,"",2,"normal",,12,,,
"W1 D2 ) Push up × 100","12 Jul 2025, 23:30","12 Jul 2025, 23:54","","vacumm",,"",0,"normal",,,,30,
"W1 D2 ) Push up × 100","12 Jul 2025, 23:30","12 Jul 2025, 23:54","","vacumm",,"",1,"normal",,,,31,
"W1 D2 ) Push up × 100","12 Jul 2025, 23:30","12 Jul 2025, 23:54","","vacumm",,"",2,"normal",,,,30,
"Shoulder / back","16 Jun 2025, 22:25","16 Jun 2025, 22:35","","Pike Pushup",,"",0,"normal",,10,,,
"Shoulder / back","16 Jun 2025, 22:25","16 Jun 2025, 22:35","","Pike Pushup",,"",1,"normal",,5,,,
"Shoulder / back","16 Jun 2025, 22:25","16 Jun 2025, 22:35","","Pike Pushup",,"",2,"normal",,5,,,
"Shoulder / back","16 Jun 2025, 22:25","16 Jun 2025, 22:35","","nova shoulder back",,"",0,"normal",3,12,,,
"Shoulder / back","16 Jun 2025, 22:25","16 Jun 2025, 22:35","","nova shoulder back",,"",1,"normal",3,11,,,
"Shoulder / back","16 Jun 2025, 22:25","16 Jun 2025, 22:35","","nova shoulder back",,"",2,"normal",3,10,,,
"W1 D2 ) Push up × 100","16 Jun 2025, 22:17","16 Jun 2025, 22:25","","Decline Push Up",,"",0,"normal",,8,,,
"W1 D2 ) Push up × 100","16 Jun 2025, 22:17","16 Jun 2025, 22:25","","Kneeling Push Up",,"",0,"normal",,10,,,
"W1 D2 ) Push up × 100","16 Jun 2025, 22:17","16 Jun 2025, 22:25","","Kneeling Push Up",,"",1,"normal",,8,,,
"W1 D2 ) Push up × 100","14 Jun 2025, 23:38","15 Jun 2025, 00:03","","Push Up",,"",0,"normal",,5,,,
"W1 D2 ) Push up × 100","14 Jun 2025, 23:38","15 Jun 2025, 00:03","","Push Up",,"",1,"normal",,5,,,
"W1 D2 ) Push up × 100","14 Jun 2025, 23:38","15 Jun 2025, 00:03","","Push Up",,"",2,"normal",,5,,,
"W1 D2 ) Push up × 100","14 Jun 2025, 23:38","15 Jun 2025, 00:03","","Decline Push Up",,"",0,"normal",,8,,,
"W1 D2 ) Push up × 100","14 Jun 2025, 23:38","15 Jun 2025, 00:03","","Decline Push Up",,"",1,"normal",,8,,,
"W1 D2 ) Push up × 100","14 Jun 2025, 23:38","15 Jun 2025, 00:03","","Decline Push Up",,"",2,"normal",,8,,,
"W1 D2 ) Push up × 100","14 Jun 2025, 23:38","15 Jun 2025, 00:03","","Kneeling Push Up",,"",0,"normal",,10,,,
"W1 D2 ) Push up × 100","14 Jun 2025, 23:38","15 Jun 2025, 00:03","","Kneeling Push Up",,"",1,"normal",,8,,,
"W1 D2 ) Push up × 100","14 Jun 2025, 23:38","15 Jun 2025, 00:03","","Nova Uppet Chest",,"",0,"normal",,10,,,
"W1 D2 ) Push up × 100","14 Jun 2025, 23:38","15 Jun 2025, 00:03","","Nova Uppet Chest",,"",1,"normal",,10,,,
"W1 D2 ) Push up × 100","14 Jun 2025, 23:38","15 Jun 2025, 00:03","","Nova Uppet Chest",,"",2,"normal",,10,,,
"Chest Arm","6 Jun 2025, 07:40","6 Jun 2025, 08:00","","Incline Bench Press (Smith Machine)",,"",0,"normal",50,7,,,
"Chest Arm","6 Jun 2025, 07:40","6 Jun 2025, 08:00","","Incline Bench Press (Smith Machine)",,"",1,"normal",50,7,,,
"Chest Arm","6 Jun 2025, 07:40","6 Jun 2025, 08:00","","Incline Bench Press (Smith Machine)",,"",2,"normal",50,6,,,
"Chest Arm","6 Jun 2025, 07:40","6 Jun 2025, 08:00","","Bench Press (Smith Machine)",,"",0,"normal",50,6,,,
"Chest Arm","6 Jun 2025, 07:40","6 Jun 2025, 08:00","","Bench Press (Smith Machine)",,"",1,"normal",50,7,,,
"Chest Arm","6 Jun 2025, 07:40","6 Jun 2025, 08:00","","Bench Press (Smith Machine)",,"",2,"normal",50,7,,,
"Chest Arm","6 Jun 2025, 07:40","6 Jun 2025, 08:00","","Incline Chest Fly (Dumbbell)",,"",0,"normal",30,12,,,
"Chest Arm","6 Jun 2025, 07:40","6 Jun 2025, 08:00","","Incline Chest Fly (Dumbbell)",,"",1,"normal",30,12,,,
"Chest Arm","6 Jun 2025, 07:40","6 Jun 2025, 08:00","","Incline Chest Fly (Dumbbell)",,"",2,"normal",30,12,,,
"W1 D2 ) Push up × 100","4 Jun 2025, 22:33","4 Jun 2025, 22:53","","Push Up",,"",0,"normal",,4,,,
"W1 D2 ) Push up × 100","4 Jun 2025, 22:33","4 Jun 2025, 22:53","","Push Up",,"",1,"normal",,5,,,
"W1 D2 ) Push up × 100","4 Jun 2025, 22:33","4 Jun 2025, 22:53","","Push Up",,"",2,"normal",,5,,,
"W1 D2 ) Push up × 100","4 Jun 2025, 22:33","4 Jun 2025, 22:53","","Decline Push Up",,"",0,"normal",,8,,,
"W1 D2 ) Push up × 100","4 Jun 2025, 22:33","4 Jun 2025, 22:53","","Decline Push Up",,"",1,"normal",,7,,,
"W1 D2 ) Push up × 100","4 Jun 2025, 22:33","4 Jun 2025, 22:53","","Decline Push Up",,"",2,"normal",,6,,,
"W1 D2 ) Push up × 100","4 Jun 2025, 22:33","4 Jun 2025, 22:53","","Nova Uppet Chest",,"",0,"normal",,10,,,
"W1 D2 ) Push up × 100","4 Jun 2025, 22:33","4 Jun 2025, 22:53","","Nova Uppet Chest",,"",1,"normal",,10,,,
"W1 D2 ) Push up × 100","4 Jun 2025, 22:33","4 Jun 2025, 22:53","","Nova Uppet Chest",,"",2,"normal",,10,,,
"W1 D2 ) Push up × 100","2 Jun 2025, 22:30","2 Jun 2025, 22:50","","Push Up",,"",0,"normal",,6,,,
"W1 D2 ) Push up × 100","2 Jun 2025, 22:30","2 Jun 2025, 22:50","","Push Up",,"",1,"normal",,5,,,
"W1 D2 ) Push up × 100","2 Jun 2025, 22:30","2 Jun 2025, 22:50","","Push Up",,"",2,"normal",,5,,,
"W1 D2 ) Push up × 100","2 Jun 2025, 22:30","2 Jun 2025, 22:50","","Decline Push Up",,"",0,"normal",,8,,,
"W1 D2 ) Push up × 100","2 Jun 2025, 22:30","2 Jun 2025, 22:50","","Decline Push Up",,"",1,"normal",,6,,,
"W1 D2 ) Push up × 100","2 Jun 2025, 22:30","2 Jun 2025, 22:50","","Decline Push Up",,"",2,"normal",,7,,,
"W1 D2 ) Push up × 100","31 May 2025, 23:21","31 May 2025, 23:50","","Push Up",,"",0,"normal",,7,,,
"W1 D2 ) Push up × 100","31 May 2025, 23:21","31 May 2025, 23:50","","Push Up",,"",1,"normal",,6,,,
"W1 D2 ) Push up × 100","31 May 2025, 23:21","31 May 2025, 23:50","","Decline Push Up",,"",0,"normal",,7,,,
"W1 D2 ) Push up × 100","31 May 2025, 23:21","31 May 2025, 23:50","","Decline Push Up",,"",1,"normal",,5,,,
"W1 D2 ) Push up × 100","31 May 2025, 23:21","31 May 2025, 23:50","","Decline Push Up",,"",2,"normal",,4,,,
"W1 D2 ) Push up × 100","31 May 2025, 23:21","31 May 2025, 23:50","","Kneeling Push Up",,"",0,"normal",,8,,,
"W1 D2 ) Push up × 100","31 May 2025, 23:21","31 May 2025, 23:50","","Nova Uppet Chest",,"",0,"normal",,10,,,
"W1 D2 ) Push up × 100","31 May 2025, 23:21","31 May 2025, 23:50","","Nova Uppet Chest",,"",1,"normal",,10,,,
"W1 D2 ) Push up × 100","31 May 2025, 23:21","31 May 2025, 23:50","","Nova Uppet Chest",,"",2,"normal",,10,,,
"W1 D2 ) Push up × 100","31 May 2025, 23:21","31 May 2025, 23:50","","Hammer Curl (Dumbbell)",,"",0,"normal",30,15,,,
"W1 D2 ) Push up × 100","31 May 2025, 23:21","31 May 2025, 23:50","","Hammer Curl (Dumbbell)",,"",1,"normal",30,15,,,
"W1 D2 ) Push up × 100","31 May 2025, 23:21","31 May 2025, 23:50","","Hammer Curl (Dumbbell)",,"",2,"normal",30,10,,,
"W1 D2 ) Push up × 100","31 May 2025, 23:21","31 May 2025, 23:50","","vacumm",,"",0,"normal",,,,29,
"W1 D2 ) Push up × 100","31 May 2025, 23:21","31 May 2025, 23:50","","vacumm",,"",1,"normal",,,,30,
"W1 D2 ) Push up × 100","31 May 2025, 23:21","31 May 2025, 23:50","","vacumm",,"",2,"normal",,,,25,
"W1 D2 ) Push up × 100","31 May 2025, 23:21","31 May 2025, 23:50","","vacumm",,"",3,"normal",,,,29,
"W1 D2 ) Push up × 100","31 May 2025, 23:21","31 May 2025, 23:50","","vacumm",,"",4,"normal",,,,30,
"W1 D2 ) Push up × 100","26 May 2025, 23:07","26 May 2025, 23:37","","Push Up",,"",0,"normal",,8,,,
"W1 D2 ) Push up × 100","26 May 2025, 23:07","26 May 2025, 23:37","","Push Up",,"",1,"normal",,7,,,
"W1 D2 ) Push up × 100","26 May 2025, 23:07","26 May 2025, 23:37","","Push Up",,"",2,"normal",,7,,,
"W1 D2 ) Push up × 100","26 May 2025, 23:07","26 May 2025, 23:37","","Kneeling Push Up",,"",0,"normal",,8,,,
"W1 D2 ) Push up × 100","26 May 2025, 23:07","26 May 2025, 23:37","","Kneeling Push Up",,"",1,"normal",,8,,,
"W1 D2 ) Push up × 100","26 May 2025, 23:07","26 May 2025, 23:37","","Kneeling Push Up",,"",2,"normal",,8,,,
"W1 D2 ) Push up × 100","14 May 2025, 23:53","15 May 2025, 00:12","","Decline Push Up",,"",0,"normal",,7,,,
"W1 D2 ) Push up × 100","14 May 2025, 23:53","15 May 2025, 00:12","","Decline Push Up",,"",1,"normal",,6,,,
"W1 D2 ) Push up × 100","14 May 2025, 23:53","15 May 2025, 00:12","","Decline Push Up",,"",2,"normal",,6,,,
"W1 D2 ) Push up × 100","14 May 2025, 23:53","15 May 2025, 00:12","","Kneeling Push Up",,"",0,"normal",,8,,,
"W1 D2 ) Push up × 100","14 May 2025, 23:53","15 May 2025, 00:12","","Kneeling Push Up",,"",1,"normal",,8,,,
"W1 D2 ) Push up × 100","14 May 2025, 23:53","15 May 2025, 00:12","","Kneeling Push Up",,"",2,"normal",,8,,,
"W1 D2 ) Push up × 100","14 May 2025, 23:53","15 May 2025, 00:12","","Nova Uppet Chest",,"",0,"normal",,8,,,
"W1 D2 ) Push up × 100","14 May 2025, 23:53","15 May 2025, 00:12","","Nova Uppet Chest",,"",1,"normal",,10,,,
"W1 D2 ) Push up × 100","14 May 2025, 23:53","15 May 2025, 00:12","","Nova Uppet Chest",,"",2,"normal",,12,,,
"W1 D2 ) Push up × 100","12 May 2025, 22:17","12 May 2025, 22:27","","Ab Wheel",,"",0,"normal",,9,,,
"W1 D2 ) Push up × 100","12 May 2025, 22:17","12 May 2025, 22:27","","Ab Wheel",,"",1,"normal",,8,,,
"W1 D2 ) Push up × 100","12 May 2025, 22:17","12 May 2025, 22:27","","Push Up",,"",0,"normal",,5,,,
"W1 D2 ) Push up × 100","12 May 2025, 22:17","12 May 2025, 22:27","","Decline Push Up",,"",0,"normal",,7,,,
"W1 D2 ) Push up × 100","12 May 2025, 22:17","12 May 2025, 22:27","","Decline Push Up",,"",1,"normal",,7,,,
"W1 D2 ) Push up × 100","12 May 2025, 22:17","12 May 2025, 22:27","","Decline Push Up",,"",2,"normal",,6,,,
"W1 D2 ) Push up × 100","2 May 2025, 16:33","2 May 2025, 17:03","","Push Up",,"",0,"normal",,8,,,
"W1 D2 ) Push up × 100","2 May 2025, 16:33","2 May 2025, 17:03","","Push Up",,"",1,"normal",,7,,,
"W1 D2 ) Push up × 100","2 May 2025, 16:33","2 May 2025, 17:03","","Push Up",,"",2,"normal",,7,,,
"W1 D2 ) Push up × 100","2 May 2025, 16:33","2 May 2025, 17:03","","Decline Push Up",,"",0,"normal",,11,,,
"W1 D2 ) Push up × 100","2 May 2025, 16:33","2 May 2025, 17:03","","Decline Push Up",,"",1,"normal",,10,,,
"W1 D2 ) Push up × 100","2 May 2025, 16:33","2 May 2025, 17:03","","Decline Push Up",,"",2,"normal",,7,,,
"W1 D2 ) Push up × 100","2 May 2025, 16:33","2 May 2025, 17:03","","Nova Uppet Chest",,"",0,"normal",,10,,,
"W1 D2 ) Push up × 100","2 May 2025, 16:33","2 May 2025, 17:03","","Nova Uppet Chest",,"",1,"normal",,10,,,
"W1 D2 ) Push up × 100","2 May 2025, 16:33","2 May 2025, 17:03","","Nova Uppet Chest",,"",2,"normal",,14,,,
"Chest Arm","28 Apr 2025, 07:17","28 Apr 2025, 07:57","","Incline Bench Press (Smith Machine)",,"",0,"normal",50,8,,,
"Chest Arm","28 Apr 2025, 07:17","28 Apr 2025, 07:57","","Incline Bench Press (Smith Machine)",,"",1,"normal",50,8,,,
"Chest Arm","28 Apr 2025, 07:17","28 Apr 2025, 07:57","","Incline Bench Press (Smith Machine)",,"",2,"normal",50,7,,,
"Chest Arm","28 Apr 2025, 07:17","28 Apr 2025, 07:57","","Bench Press (Smith Machine)",,"",0,"normal",50,5,,,
"Chest Arm","28 Apr 2025, 07:17","28 Apr 2025, 07:57","","Bench Press (Smith Machine)",,"",1,"normal",50,6,,,
"Chest Arm","28 Apr 2025, 07:17","28 Apr 2025, 07:57","","Bench Press (Smith Machine)",,"",2,"normal",50,7,,,
"Chest Arm","28 Apr 2025, 07:17","28 Apr 2025, 07:57","","Chest Fly (Machine)",,"",0,"normal",80,7,,,
"Chest Arm","28 Apr 2025, 07:17","28 Apr 2025, 07:57","","Chest Fly (Machine)",,"",1,"normal",80,8,,,
"Chest Arm","28 Apr 2025, 07:17","28 Apr 2025, 07:57","","Chest Fly (Machine)",,"",2,"normal",80,6,,,
"Chest Arm","28 Apr 2025, 07:17","28 Apr 2025, 07:57","","Bicep Curl (Dumbbell)",,"",0,"normal",30,12,,,
"Chest Arm","28 Apr 2025, 07:17","28 Apr 2025, 07:57","","Bicep Curl (Dumbbell)",,"",1,"normal",30,9,,,
"Chest Arm","28 Apr 2025, 07:17","28 Apr 2025, 07:57","","Bicep Curl (Dumbbell)",,"",2,"normal",30,6,,,
"Chest Arm","22 Apr 2025, 07:41","22 Apr 2025, 08:31","","Incline Bench Press (Smith Machine)",,"",0,"normal",50,8,,,
"Chest Arm","22 Apr 2025, 07:41","22 Apr 2025, 08:31","","Incline Bench Press (Smith Machine)",,"",1,"normal",50,7,,,
"Chest Arm","22 Apr 2025, 07:41","22 Apr 2025, 08:31","","Incline Bench Press (Smith Machine)",,"",2,"normal",50,6,,,
"Chest Arm","22 Apr 2025, 07:41","22 Apr 2025, 08:31","","Bench Press (Smith Machine)",,"",0,"normal",40,7,,,
"Chest Arm","22 Apr 2025, 07:41","22 Apr 2025, 08:31","","Bench Press (Smith Machine)",,"",1,"normal",40,8,,,
"Chest Arm","22 Apr 2025, 07:41","22 Apr 2025, 08:31","","Bench Press (Smith Machine)",,"",2,"normal",40,8,,,
"Chest Arm","22 Apr 2025, 07:41","22 Apr 2025, 08:31","","Hammer Curl (Dumbbell)",,"",0,"normal",30,5,,,
"Chest Arm","22 Apr 2025, 07:41","22 Apr 2025, 08:31","","Hammer Curl (Dumbbell)",,"",1,"normal",30,6,,,
"Chest Arm","22 Apr 2025, 07:41","22 Apr 2025, 08:31","","Bicep Curl (Dumbbell)",,"",0,"normal",30,11,,,
"Chest Arm","22 Apr 2025, 07:41","22 Apr 2025, 08:31","","Bicep Curl (Dumbbell)",,"",1,"normal",30,9,,,
"Chest Arm","22 Apr 2025, 07:41","22 Apr 2025, 08:31","","Bicep Curl (Dumbbell)",,"",2,"normal",30,8,,,
"Chest Arm","22 Apr 2025, 07:41","22 Apr 2025, 08:31","","Incline Chest Fly (Dumbbell)",,"",0,"normal",30,10,,,
"Chest Arm","22 Apr 2025, 07:41","22 Apr 2025, 08:31","","Incline Chest Fly (Dumbbell)",,"",1,"normal",30,10,,,
"Chest Arm","22 Apr 2025, 07:41","22 Apr 2025, 08:31","","Incline Chest Fly (Dumbbell)",,"",2,"normal",30,9,,,
"Chest Arm","15 Apr 2025, 08:02","15 Apr 2025, 08:41","","Incline Bench Press (Smith Machine)",,"",0,"normal",50,10,,,
"Chest Arm","15 Apr 2025, 08:02","15 Apr 2025, 08:41","","Incline Bench Press (Smith Machine)",,"",1,"normal",50,7,,,
"Chest Arm","15 Apr 2025, 08:02","15 Apr 2025, 08:41","","Incline Bench Press (Smith Machine)",,"",2,"normal",50,6,,,
"Chest Arm","15 Apr 2025, 08:02","15 Apr 2025, 08:41","","Bench Press (Smith Machine)",,"",0,"normal",40,8,,,
"Chest Arm","15 Apr 2025, 08:02","15 Apr 2025, 08:41","","Bench Press (Smith Machine)",,"",1,"normal",40,8,,,
"Chest Arm","15 Apr 2025, 08:02","15 Apr 2025, 08:41","","Bench Press (Smith Machine)",,"",2,"normal",40,9,,,
"Chest Arm","15 Apr 2025, 08:02","15 Apr 2025, 08:41","","Chest Fly (Machine)",,"",0,"normal",70,9,,,
"Chest Arm","15 Apr 2025, 08:02","15 Apr 2025, 08:41","","Chest Fly (Machine)",,"",1,"normal",70,10,,,
"Chest Arm","15 Apr 2025, 08:02","15 Apr 2025, 08:41","","Chest Fly (Machine)",,"",2,"normal",70,10,,,
"Chest Arm","15 Apr 2025, 08:02","15 Apr 2025, 08:41","","Hammer Curl (Dumbbell)",,"",0,"normal",30,7,,,
"Chest Arm","15 Apr 2025, 08:02","15 Apr 2025, 08:41","","Hammer Curl (Dumbbell)",,"",1,"normal",30,7,,,
"Chest Arm","15 Apr 2025, 08:02","15 Apr 2025, 08:41","","Hammer Curl (Dumbbell)",,"",2,"normal",30,7,,,
"Chest Arm","15 Apr 2025, 08:02","15 Apr 2025, 08:41","","Bicep Curl (Dumbbell)",,"",0,"normal",20,14,,,
"Chest Arm","15 Apr 2025, 08:02","15 Apr 2025, 08:41","","Bicep Curl (Dumbbell)",,"",1,"normal",30,10,,,
"Chest Arm","15 Apr 2025, 08:02","15 Apr 2025, 08:41","","Bicep Curl (Dumbbell)",,"",2,"normal",30,9,,,
"Shoulder / back","13 Apr 2025, 22:21","13 Apr 2025, 22:54","","Pike Pushup",,"",0,"normal",,10,,,
"Shoulder / back","13 Apr 2025, 22:21","13 Apr 2025, 22:54","","Pike Pushup",,"",1,"normal",,9,,,
"Shoulder / back","13 Apr 2025, 22:21","13 Apr 2025, 22:54","","Pike Pushup",,"",2,"normal",,8,,,
"Shoulder / back","13 Apr 2025, 22:21","13 Apr 2025, 22:54","","Kipping Pull Up",,"",0,"normal",,8,,,
"Shoulder / back","13 Apr 2025, 22:21","13 Apr 2025, 22:54","","Kipping Pull Up",,"",1,"normal",,8,,,
"Shoulder / back","13 Apr 2025, 22:21","13 Apr 2025, 22:54","","Kipping Pull Up",,"",2,"normal",,8,,,
"Shoulder / back","13 Apr 2025, 22:21","13 Apr 2025, 22:54","","nova shoulder back",,"",0,"normal",4,8,,,
"Shoulder / back","13 Apr 2025, 22:21","13 Apr 2025, 22:54","","nova shoulder back",,"",1,"normal",4,8,,,
"Shoulder / back","13 Apr 2025, 22:21","13 Apr 2025, 22:54","","nova shoulder back",,"",2,"normal",4,7,,,
"Shoulder / back","13 Apr 2025, 22:21","13 Apr 2025, 22:54","","Bent Over Row (Band)",,"",0,"normal",3,8,,,
"Shoulder / back","13 Apr 2025, 22:21","13 Apr 2025, 22:54","","Bent Over Row (Band)",,"",1,"normal",3,8,,,
"Shoulder / back","13 Apr 2025, 22:21","13 Apr 2025, 22:54","","Bent Over Row (Band)",,"",2,"normal",3,7,,,
"Shoulder / back","13 Apr 2025, 22:21","13 Apr 2025, 22:54","","Front Raise (Band)",,"",0,"normal",2.5,8,,,
"Shoulder / back","13 Apr 2025, 22:21","13 Apr 2025, 22:54","","Front Raise (Band)",,"",1,"normal",2.5,7,,,
"Shoulder / back","13 Apr 2025, 22:21","13 Apr 2025, 22:54","","Rope Straight Arm Pulldown",,"",0,"normal",2,10,,,
"Shoulder / back","13 Apr 2025, 22:21","13 Apr 2025, 22:54","","Rope Straight Arm Pulldown",,"",1,"normal",2,10,,,
"Shoulder / back","13 Apr 2025, 22:21","13 Apr 2025, 22:54","","Rope Straight Arm Pulldown",,"",2,"normal",2,10,,,
"Shoulder / back","13 Apr 2025, 22:21","13 Apr 2025, 22:54","","Lateral Raise (Band)",,"",0,"normal",1,15,,,
"Shoulder / back","13 Apr 2025, 22:21","13 Apr 2025, 22:54","","Lateral Raise (Band)",,"",1,"normal",1,12,,,
"Shoulder / back","13 Apr 2025, 22:21","13 Apr 2025, 22:54","","Lateral Raise (Band)",,"",2,"normal",1,12,,,
"Chest Arm","8 Apr 2025, 07:21","8 Apr 2025, 08:01","","Incline Bench Press (Smith Machine)",,"",0,"normal",50,8,,,
"Chest Arm","8 Apr 2025, 07:21","8 Apr 2025, 08:01","","Incline Bench Press (Smith Machine)",,"",1,"normal",50,7,,,
"Chest Arm","8 Apr 2025, 07:21","8 Apr 2025, 08:01","","Incline Bench Press (Smith Machine)",,"",2,"normal",50,9,,,
"Chest Arm","8 Apr 2025, 07:21","8 Apr 2025, 08:01","","Bench Press (Smith Machine)",,"",0,"normal",40,7,,,
"Chest Arm","8 Apr 2025, 07:21","8 Apr 2025, 08:01","","Chest Fly (Machine)",,"",0,"normal",70,10,,,
"Chest Arm","8 Apr 2025, 07:21","8 Apr 2025, 08:01","","Chest Fly (Machine)",,"",1,"normal",70,10,,,
"Chest Arm","8 Apr 2025, 07:21","8 Apr 2025, 08:01","","Chest Fly (Machine)",,"",2,"normal",70,10,,,
